Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,Cash,Gold,CAPE,SPX-TR Return,10YBond Return,Cash Return,Gold Return,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,10 Y BM 1 year avg
3,1923,"1,923.17",3/31/1923,16.80000,"2,692.53100",668.07930,"1,420.84710",20.67000,8.7007,-0.9777620864122260%,-0.0356566997487429%,0.4133290600661480%,0.0000000000000000%,0.00%,0.00%,-0.73%,"3,331.41",25.89,"4,233.33",0.76,0.33%
4,1923,"1,923.25",4/30/1923,16.90000,"2,631.95740",669.98740,"1,426.72000",20.67000,8.3728,-2.8280941770414300%,-0.3077961680906790%,-0.1808238323120490%,-0.5917159763313530%,0.00%,0.00%,-2.25%,"3,355.99",26.15,"4,220.79",0.76,0.19%
5,1923,"1,923.33",5/31/1923,16.90000,"2,537.09010",673.50360,"1,432.61710",20.67000,8.0005,-3.6044390384130000%,0.5248158398202700%,0.4133326791521790%,0.0000000000000000%,0.00%,0.00%,-2.67%,"3,433.32",25.84,"4,052.66",0.73,0.19%
6,1923,"1,923.42",6/30/1923,17.00000,"2,352.34360",677.56360,"1,438.53860",20.67000,7.6718,-7.8272275507329300%,0.0110365801616830%,-0.1773322239910340%,-0.5882352941176560%,0.00%,0.00%,-5.99%,"3,527.67",27.42,"4,159.04",0.75,0.14%
7,1923,"1,923.50",7/31/1923,17.20000,"2,409.22620",680.01410,"1,444.48450",20.67000,7.3460,1.2272162051693900%,-0.8053326208306340%,-0.7542676571451800%,-1.1627906976744200%,0.00%,0.00%,0.65%,"3,752.25",29.34,"4,157.88",0.75,0.03%
8,1923,"1,923.58",8/31/1923,17.10000,"2,459.61140",681.93340,"1,450.45510",20.67000,7.4418,2.6883690870396400%,0.8686900197926840%,1.0005502701656800%,0.5847953216374210%,0.00%,0.00%,2.18%,"3,728.01",29.54,"4,184.49",0.75,-0.04%
9,1923,"1,923.67",9/30/1923,17.20000,"2,395.10690",683.86370,"1,456.45030",20.67000,7.4582,-3.1886963979870300%,-0.2999782301594260%,-0.1704661042127520%,-0.5813953488371990%,0.00%,0.00%,-2.52%,"3,648.50",27.15,"3,902.25",0.70,-0.05%
10,1923,"1,923.75",10/31/1923,17.30000,"2,400.44060",684.17920,"1,462.47030",20.67000,7.3174,-0.3566303946914600%,-0.5321664336890300%,-0.1670901883252030%,-0.5780346820809300%,0.00%,0.00%,-0.41%,"3,742.83",28.52,"3,969.70",0.71,0.00%
11,1923,"1,923.83",11/30/1923,17.30000,"2,546.95800",688.32000,"1,468.51520",20.67000,7.5463,6.1037711160193000%,0.6052215559900100%,0.4133348896042670%,0.0000000000000000%,0.00%,0.00%,4.61%,"3,758.14",28.27,"3,891.95",0.70,0.09%
12,1923,"1,923.92",12/31/1923,17.30000,"2,634.17940",691.92120,"1,474.58500",20.67000,7.8097,3.4245323244435100%,0.5231868898186720%,0.4133290550891070%,0.0000000000000000%,0.00%,0.00%,2.60%,"3,592.50",24.79,"3,544.16",0.64,0.15%
1,1924,"1,924.00",1/31/1924,17.30000,"2,725.45320",697.18500,"1,479.91810",20.67000,8.0722,3.4649804033848300%,0.7607513687974740%,0.3616678590925520%,0.0000000000000000%,0.00%,0.00%,2.64%,"3,501.56",24.92,"3,630.85",0.65,0.13%
2,1924,"1,924.08",2/29/1924,17.20000,"2,681.15590",700.81170,"1,485.27050",20.67000,8.1621,-1.0533728593220700%,1.1046116350620100%,0.9451667362302850%,0.5813953488372100%,0.00%,0.00%,-0.62%,"3,411.52",24.84,"3,690.54",0.66,0.20%
3,1924,"1,924.17",3/31/1924,17.10000,"2,622.32900",703.31130,"1,490.64220",20.67000,8.0581,-1.6221228571624200%,0.9435532510298160%,0.9485750809669290%,0.5847953216374210%,0.00%,0.00%,-1.05%,"3,432.67",26.01,"3,816.31",0.68,0.28%
4,1924,"1,924.25",4/30/1924,17.00000,"2,613.66480",708.67060,"1,496.03340",20.67000,7.9236,0.2558908063606590%,1.3547273573217800%,0.9520323837999720%,0.5882352941176450%,0.00%,0.00%,0.38%,"3,469.09",25.64,"3,698.16",0.66,0.42%
5,1924,"1,924.33",5/31/1924,17.00000,"2,641.36210",715.77470,"1,501.44400",20.67000,7.8997,1.0597112529502600%,1.0024544548623800%,0.3616630484319260%,0.0000000000000000%,0.00%,0.00%,0.85%,"3,455.97",24.61,"3,538.62",0.63,0.46%
6,1924,"1,924.42",6/30/1924,17.00000,"2,749.63620",728.19000,"1,506.87420",20.67000,8.0517,4.0991767088654800%,1.7345262412879400%,0.3616651703293620%,0.0000000000000000%,0.00%,0.00%,3.16%,"3,426.93",23.23,"3,346.12",0.60,0.61%
7,1924,"1,924.50",7/31/1924,17.10000,"2,884.25020",732.97540,"1,512.32410",20.67000,8.3777,4.2822770432714700%,0.0685252684116344%,-0.2252411372359650%,-0.5847953216374320%,0.00%,0.00%,3.10%,"3,321.84",21.86,"3,227.42",0.58,0.68%
8,1924,"1,924.58",8/31/1924,17.00000,"2,912.38670",737.17160,"1,517.79370",20.67000,8.7174,1.5694958249665000%,1.1640913909814400%,0.9520312633577890%,0.5882352941176450%,0.00%,0.00%,1.36%,"3,221.94",20.06,"3,033.11",0.54,0.70%
9,1924,"1,924.67",9/30/1924,17.10000,"2,929.57290",738.97450,"1,523.28300",20.67000,8.5817,0.0018608358856254%,-0.3416556340604450%,-0.2252471939565020%,-0.5847953216374320%,0.00%,0.00%,-0.13%,"3,178.85",18.31,"2,788.32",0.50,0.70%
10,1924,"1,924.75",10/31/1924,17.20000,"2,917.19700",744.39920,"1,528.79220",20.67000,8.4195,-1.0013865049891100%,0.1484215861871530%,-0.2218318424209940%,-0.5813953488371990%,0.00%,0.00%,-0.86%,"3,182.99",16.39,"2,476.88",0.45,0.76%
11,1924,"1,924.83",11/30/1924,17.20000,"3,132.46820",744.98590,"1,534.32140",20.67000,8.8883,7.3793850740968100%,0.0788152378455198%,0.3616711283587200%,0.0000000000000000%,0.00%,0.00%,5.54%,"3,210.52",18.86,"2,808.71",0.51,0.71%
12,1924,"1,924.92",12/31/1924,17.30000,"3,311.27840",743.78300,"1,539.87050",20.67000,9.3106,5.0972540576068800%,-0.7385674949582200%,-0.2184604574460900%,-0.5780346820809300%,0.00%,0.00%,3.67%,"3,041.96",17.42,"2,721.51",0.49,0.61%
1,1925,"1,925.00",1/31/1925,17.30000,"3,392.81820",746.23750,"1,544.83660",20.67000,9.6926,2.4624869959590100%,0.3300021646098330%,0.3225011453885210%,0.0000000000000000%,0.00%,0.00%,1.87%,"2,934.19",16.60,"2,671.72",0.48,0.57%
2,1925,"1,925.08",2/28/1925,17.20000,"3,437.12970",749.30660,"1,549.81870",20.67000,9.8308,1.8950267423495400%,0.9950630624875330%,0.9057704767746700%,0.5813953488372100%,0.00%,0.00%,1.59%,"2,880.45",17.59,"2,866.43",0.52,0.56%
3,1925,"1,925.17",3/31/1925,17.30000,"3,223.16610",751.16450,"1,554.81680",20.67000,9.5185,-6.7671178634625200%,-0.3315186773317990%,-0.2574030334529300%,-0.5780346820809300%,0.00%,0.00%,-5.21%,"2,835.37",18.12,"2,982.88",0.54,0.46%
4,1925,"1,925.25",4/30/1925,17.20000,"3,336.70890",755.47680,"1,559.83110",20.67000,9.4766,4.1245863918970100%,1.1588150101268500%,0.9057713722360190%,0.5813953488372100%,0.00%,0.00%,3.27%,"2,991.06",19.29,"2,993.38",0.54,0.44%
5,1925,"1,925.33",5/31/1925,17.30000,"3,523.78130",761.64570,"1,564.86160",20.67000,9.7290,4.9960523066701500%,0.2338025071612960%,-0.2573959946411190%,-0.5780346820809300%,0.00%,0.00%,3.65%,"2,896.34",19.09,"3,040.70",0.55,0.38%
6,1925,"1,925.42",6/30/1925,17.50000,"3,554.00080",769.07760,"1,569.90830",20.67000,9.7964,-0.2950708660608540%,-0.1782401299862180%,-0.8240415090291160%,-1.1428571428571500%,0.00%,0.00%,-0.46%,"2,794.47",19.00,"3,118.12",0.57,0.22%
7,1925,"1,925.50",7/31/1925,17.70000,"3,696.79290",771.50660,"1,574.97120",20.67000,9.9640,2.8424424894209200%,-0.8176793473850700%,-0.8110909882929290%,-1.1299435028248600%,0.00%,0.00%,1.87%,"2,807.27",19.60,"3,182.63",0.58,0.14%
8,1925,"1,925.58",8/31/1925,17.70000,"3,723.80980",770.18440,"1,580.05050",20.67000,10.1109,0.7308199493674560%,-0.1713789616316960%,0.3225011352588680%,0.0000000000000000%,0.00%,0.00%,0.54%,"2,755.81",18.11,"2,977.94",0.54,0.03%
9,1925,"1,925.67",9/30/1925,17.70000,"3,837.00370",772.65540,"1,585.14620",20.67000,10.3592,3.0397336620146400%,0.3208322578333260%,0.3225023503995450%,0.0000000000000000%,0.00%,0.00%,2.30%,"2,740.95",17.64,"2,899.87",0.53,0.09%
10,1925,"1,925.75",10/31/1925,17.70000,"4,072.57120",777.02310,"1,590.25830",20.67000,10.7185,6.1393607725736400%,0.5652843428001650%,0.3225002211152630%,0.0000000000000000%,0.00%,0.00%,4.64%,"2,679.37",16.25,"2,716.52",0.50,0.12%
11,1925,"1,925.83",11/30/1925,18.00000,"4,077.07590",781.39690,"1,595.38680",20.67000,10.8863,-1.5578994665581300%,-1.1131563098531800%,-1.3495468000387100%,-1.6666666666666700%,0.00%,0.00%,-1.55%,"2,560.68",16.35,"2,844.43",0.52,0.02%
12,1925,"1,925.92",12/31/1925,17.90000,"4,289.64660",783.22880,"1,600.53200",20.67000,11.1474,5.8015894711514100%,0.7944080515635890%,0.8829657831613380%,0.5586592178771000%,0.00%,0.00%,4.51%,"2,601.12",16.71,"2,846.54",0.52,0.15%
1,1926,"1,926.00",1/31/1926,17.90000,"4,299.55500",787.62470,"1,606.24050",20.67000,11.3410,0.2309840628829550%,0.5612536209087300%,0.3566626596656740%,0.0000000000000000%,0.00%,0.00%,0.20%,"2,488.99",15.91,"2,816.30",0.52,0.17%
2,1926,"1,926.08",2/28/1926,17.90000,"4,126.52640",793.99290,"1,611.96940",20.67000,11.3894,-4.0243374023590900%,0.8085322870143630%,0.3566651444786740%,0.0000000000000000%,0.00%,0.00%,-2.98%,"2,483.93",17.02,"3,003.37",0.56,0.15%
3,1926,"1,926.17",3/31/1926,17.80000,"3,898.70650",796.44760,"1,617.71880",20.67000,10.7124,-4.9900820819753600%,0.8726935365670040%,0.9204708144688430%,0.5617977528089790%,0.00%,0.00%,-3.58%,"2,560.10",17.49,"2,979.34",0.55,0.25%
4,1926,"1,926.25",4/30/1926,17.90000,"3,994.15300",799.56520,"1,623.48870",20.67000,10.3956,1.8758220473735500%,-0.1694078421150770%,-0.2039828722855240%,-0.5586592178770890%,0.00%,0.00%,1.29%,"2,655.27",18.51,"3,022.10",0.56,0.14%
5,1926,"1,926.33",5/31/1926,17.80000,"4,052.63960",804.00590,"1,629.27910",20.67000,10.5752,2.0343296364022000%,1.1203072718337000%,0.9204654994387160%,0.5617977528089790%,0.00%,0.00%,1.70%,"2,621.47",18.07,"2,970.72",0.55,0.22%
6,1926,"1,926.42",6/30/1926,17.70000,"4,245.33340",806.46480,"1,635.09020",20.67000,11.1980,5.3466075410031100%,0.8725306997230840%,0.9236537644233600%,0.5649717514124350%,0.00%,0.00%,4.17%,"2,577.74",17.40,"2,892.77",0.54,0.30%
7,1926,"1,926.50",7/31/1926,17.50000,"4,342.75190",808.26810,"1,640.92200",20.67000,11.8697,3.4638021665321500%,1.3690181783861700%,1.5035986568639600%,1.1428571428571300%,-2.30%,-2.87%,2.90%,"2,474.57",17.14,"2,951.10",0.55,0.49%
8,1926,"1,926.58",8/31/1926,17.40000,"4,551.61970",809.41840,"1,646.77460",20.67000,12.4888,5.4119263388738900%,0.7178471951395200%,0.9334277826173800%,0.5747126436781660%,-1.40%,4.19%,4.21%,"2,404.89",16.20,"2,855.90",0.54,0.56%
9,1926,"1,926.67",9/30/1926,17.50000,"4,675.17690",811.91410,"1,652.64810",20.67000,12.6926,2.1276360902597000%,-0.2648579699766280%,-0.2167997629166420%,-0.5714285714285780%,-1.32%,0.01%,1.47%,"2,307.69",15.50,"2,831.99",0.53,0.51%
10,1926,"1,926.75",10/31/1926,17.60000,"4,548.07700",815.75410,"1,658.54260",20.67000,12.4265,-3.2713467289528500%,-0.0979126335252434%,-0.2135383509653590%,-0.5681818181818230%,0.04%,0.51%,-2.57%,"2,274.24",15.62,"2,880.85",0.54,0.46%
11,1926,"1,926.83",11/30/1926,17.70000,"4,669.49050",822.29340,"1,664.45810",20.67000,12.6153,2.0895028325182800%,0.2321256584884020%,-0.2103182685265770%,-0.5649717514124240%,-0.20%,-0.35%,1.47%,"2,334.22",15.91,"2,843.40",0.54,0.57%
12,1926,"1,926.92",12/31/1926,17.70000,"4,767.43510",828.84730,"1,670.39460",20.67000,13.0091,2.0975436185168400%,0.7970269492616700%,0.3566626279147610%,0.0000000000000000%,-0.04%,-0.02%,1.62%,"2,300.44",15.82,"2,855.15",0.54,0.57%
1,1927,"1,927.00",1/31/1927,17.50000,"4,688.43930",834.72880,"1,676.32450",20.67000,13.1859,-0.5330672791209910%,1.8605668033527400%,1.5019142354575400%,1.1428571428571300%,-0.56%,4.83%,-0.08%,"2,263.87",16.29,"2,971.29",0.56,0.68%
2,1927,"1,927.08",2/28/1927,17.40000,"4,932.66670",839.25600,"1,682.27550",20.67000,13.6340,5.8137909388184400%,1.1201854236762500%,0.9317557549269440%,0.5747126436781660%,-0.10%,3.17%,4.53%,"2,265.58",15.56,"2,820.84",0.53,0.70%
3,1927,"1,927.17",3/31/1927,17.30000,"4,985.18150",849.41150,"1,688.24760",20.67000,14.0333,1.6488216816814600%,1.7950891103052800%,0.9350880190194030%,0.5780346820809080%,-1.60%,-2.67%,1.44%,"2,167.32",14.76,"2,782.94",0.53,0.78%
4,1927,"1,927.25",4/30/1927,17.30000,"5,091.65140",853.21370,"1,694.24080",20.67000,14.4882,2.1357276560542500%,0.4476275633188420%,0.3549953217762750%,0.0000000000000000%,0.43%,0.60%,1.63%,"2,136.46",14.50,"2,759.26",0.52,0.83%
5,1927,"1,927.33",5/31/1927,17.40000,"5,378.71480",858.44530,"1,700.25540",20.67000,15.0023,5.0308087858688100%,0.0349275125140602%,-0.2217502233814890%,-0.5747126436781440%,1.41%,4.93%,3.66%,"2,102.26",14.13,"2,719.47",0.52,0.74%
6,1927,"1,927.42",6/30/1927,17.60000,"5,349.03510",858.66900,"1,706.29130",20.67000,15.1203,-1.6818922946561100%,-1.1106010217223400%,-0.7853981151088600%,-1.1363636363636500%,0.47%,-1.53%,-1.54%,"2,027.99",13.30,"2,642.16",0.50,0.58%
7,1927,"1,927.50",7/31/1927,17.30000,"5,718.92140",859.62890,"1,712.34860",20.67000,15.8208,8.7690272849180600%,1.8478318813852900%,2.0952580815703400%,1.7341040462427900%,-3.23%,-1.16%,7.02%,"2,059.75",13.93,"2,710.41",0.52,0.61%
8,1927,"1,927.58",8/31/1927,17.20000,"5,995.86920",864.90670,"1,718.42750",20.67000,16.8629,5.4522082547097800%,1.1989275052969300%,0.9384629717418490%,0.5813953488372100%,-0.72%,-3.69%,4.27%,"1,924.66",12.85,"2,663.73",0.51,0.66%
9,1927,"1,927.67",9/30/1927,17.30000,"6,211.46250",868.74310,"1,724.52790",20.67000,17.8187,2.9968781254525700%,-0.1370363319170840%,-0.2250877249207140%,-0.5780346820809300%,-3.57%,-0.71%,2.13%,"1,845.88",12.16,"2,616.68",0.50,0.67%
10,1927,"1,927.75",10/31/1927,17.40000,"5,965.70270",871.85700,"1,730.65000",20.67000,17.5372,-4.5085267390916100%,-0.2183352493726920%,-0.2217513771633260%,-0.5747126436781440%,2.13%,-4.33%,-3.50%,"1,807.43",12.01,"2,627.54",0.50,0.66%
11,1927,"1,927.83",11/30/1927,17.30000,"6,392.59310",878.62300,"1,736.79380",20.67000,18.1313,7.7751411447692700%,1.3585651849718400%,0.9350862693341180%,0.5780346820809080%,2.76%,-0.31%,6.02%,"1,873.07",12.14,"2,553.40",0.49,0.75%
12,1927,"1,927.92",12/31/1927,17.30000,"6,537.39330",885.40100,"1,742.95940",20.67000,18.6466,2.2651246174263600%,0.7714343922250900%,0.3549989641833170%,0.0000000000000000%,0.93%,-1.06%,1.74%,"1,766.76",11.66,"2,587.42",0.50,0.75%
1,1928,"1,928.00",1/31/1928,17.30000,"6,526.67880",887.00070,"1,748.02850",20.67000,18.8061,-0.1638956004069710%,0.1806751968882030%,0.2908329362118160%,0.0000000000000000%,4.25%,-0.72%,-0.11%,"1,736.55",11.56,"2,599.36",0.50,0.61%
2,1928,"1,928.08",2/29/1928,17.10000,"6,434.39170",888.61080,"1,753.11230",20.67000,18.8689,-0.2609452256965070%,1.3532355467058600%,1.4638226680457900%,1.1695906432748400%,-2.03%,-0.69%,0.11%,"1,738.48",11.14,"2,490.99",0.48,0.63%
3,1928,"1,928.17",3/31/1928,17.10000,"7,155.99740",892.45860,"1,758.21100",20.67000,19.9434,11.2148239281112000%,0.4330129681070720%,0.2908370444951070%,0.0000000000000000%,-0.26%,-1.20%,8.44%,"1,736.60",10.97,"2,446.76",0.47,0.51%
4,1928,"1,928.25",4/30/1928,17.10000,"7,411.93300",892.58300,"1,763.32440",20.67000,21.2579,3.5765189070638800%,0.0139390219333402%,0.2908297127022900%,0.0000000000000000%,3.82%,3.67%,2.69%,"1,601.51",10.25,"2,467.77",0.47,0.48%
5,1928,"1,928.33",5/31/1928,17.20000,"7,529.21040",891.98770,"1,768.45280",20.67000,21.8327,0.9916835585296320%,-0.6477016703208440%,-0.2922492495187500%,-0.5813953488371990%,2.98%,-3.46%,0.60%,"1,559.62",10.45,"2,575.08",0.49,0.42%
6,1928,"1,928.42",6/30/1928,17.10000,"7,247.99690",890.68300,"1,773.59600",20.67000,20.9134,-3.1720132726849400%,0.4376711152653590%,0.8773265779413730%,0.5847953216374210%,-3.50%,-0.06%,-2.24%,"1,550.36",10.54,"2,601.85",0.50,0.55%
7,1928,"1,928.50",7/31/1928,17.10000,"7,363.10640",883.52840,"1,778.75420",20.67000,21.0819,1.5881560324618700%,-0.8032711974967580%,0.2908328615987000%,0.0000000000000000%,-1.35%,-0.47%,1.15%,"1,585.84",10.53,"2,533.30",0.49,0.33%
8,1928,"1,928.58",8/31/1928,17.10000,"7,934.44040",881.64530,"1,783.92740",20.67000,21.7621,7.7594152381120100%,-0.2131340656395420%,0.2908327637399120%,0.0000000000000000%,-2.07%,-2.11%,5.81%,"1,567.76",10.97,"2,658.46",0.51,0.21%
9,1928,"1,928.67",9/30/1928,17.30000,"8,149.71820",885.67050,"1,789.11570",20.67000,23.0046,1.5257711763047200%,-0.7047919744957670%,-0.8685958014384430%,-1.1560693641618400%,2.18%,0.76%,0.88%,"1,481.66",10.65,"2,720.71",0.52,0.16%
10,1928,"1,928.75",10/31/1928,17.20000,"8,293.43340",887.48750,"1,794.31900",20.67000,23.5783,2.3550855543264400%,0.7877434154701660%,0.8739170535087440%,0.5813953488372100%,2.27%,-2.26%,1.92%,"1,468.73",10.55,"2,710.04",0.52,0.25%
11,1928,"1,928.83",11/30/1928,17.20000,"9,314.65900",896.72910,"1,799.53750",20.67000,25.1220,12.3136649291715000%,1.0413217087564600%,0.2908345728936720%,0.0000000000000000%,-1.81%,2.80%,9.29%,"1,440.99",9.82,"2,562.80",0.49,0.22%
12,1928,"1,928.92",12/31/1928,17.10000,"9,368.60380",894.04340,"1,804.77120",20.67000,25.3016,1.1673208511996800%,0.2835442695690470%,0.8773319557864090%,0.5847953216374210%,-0.85%,-0.60%,1.01%,"1,318.51",8.73,"2,480.59",0.48,0.18%
1,1929,"1,929.00",1/31/1929,17.10000,"9,929.72970",891.42260,"1,809.52370",20.67000,27.0832,5.9894292893461800%,-0.2931401316759400%,0.2633297783120710%,0.0000000000000000%,-3.55%,-1.21%,4.48%,"1,305.33",9.00,"2,574.56",0.49,0.14%
2,1929,"1,929.08",2/28/1929,17.10000,"9,898.51820",886.66070,"1,814.28880",20.67000,27.1317,-0.3143237625088610%,-0.5341910783953630%,0.2633344896228800%,0.0000000000000000%,-0.39%,1.68%,-0.26%,"1,249.36",8.89,"2,650.56",0.51,-0.02%
3,1929,"1,929.17",3/31/1929,17.00000,"9,901.72560",880.55060,"1,819.06640",20.67000,27.6757,0.6208287287473140%,-0.1049319754710230%,0.8531161405083590%,0.5882352941176450%,-4.78%,1.56%,0.58%,"1,252.62",8.73,"2,588.22",0.50,-0.06%
4,1929,"1,929.25",4/30/1929,16.90000,"10,088.07450",890.63140,"1,823.85670",20.67000,27.5685,2.4848360625213700%,1.7433192691054700%,0.8566125722123450%,0.5917159763313640%,-0.99%,0.61%,2.07%,"1,245.39",8.91,"2,647.52",0.51,0.08%
5,1929,"1,929.33",5/31/1929,17.00000,"9,682.54810",893.33300,"1,828.65950",20.67000,27.6986,-4.5844483532919800%,-0.2866842556864870%,-0.3264522145975390%,-0.5882352941176560%,-5.46%,-1.57%,-3.57%,"1,220.11",8.69,"2,628.89",0.50,0.11%
6,1929,"1,929.42",6/30/1929,17.10000,"10,799.68880",892.34330,"1,833.47490",20.67000,27.9355,10.8854055178533000%,-0.6949347971411670%,-0.3230057557788380%,-0.5847953216374320%,-2.17%,-2.76%,8.01%,"1,265.26",9.01,"2,620.74",0.50,0.02%
7,1929,"1,929.50",7/31/1929,17.30000,"11,321.15660",898.79810,"1,838.30310",20.67000,29.9333,3.6166539991283200%,-0.4410779438551060%,-0.8957776820144980%,-1.1560693641618400%,-3.87%,2.67%,2.46%,"1,171.37",8.52,"2,669.28",0.51,0.05%
8,1929,"1,929.58",8/31/1929,17.30000,"12,460.78340",896.31860,"1,843.14400",20.67000,31.4803,10.0663460480708000%,-0.2758684069314340%,0.2633352465107650%,0.0000000000000000%,-9.51%,0.07%,7.54%,"1,143.23",8.42,"2,694.04",0.52,0.04%
9,1929,"1,929.67",9/30/1929,17.30000,"11,880.33610",899.83360,"1,847.99760",20.67000,32.5638,-4.6581926783190800%,0.3921596628698950%,0.2633326533358240%,0.0000000000000000%,1.17%,-0.63%,-3.47%,"1,063.09",8.21,"2,815.37",0.54,0.13%
10,1929,"1,929.75",10/31/1929,17.30000,"9,538.85750",909.35570,"1,852.86400",20.67000,28.9611,-19.7088582367632000%,1.0582067617835000%,0.2633336753251170%,0.0000000000000000%,-4.08%,7.85%,-14.73%,"1,101.32",8.85,"2,924.74",0.56,0.16%
11,1929,"1,929.83",11/30/1929,17.30000,"8,293.22010",931.97760,"1,857.74320",20.67000,21.1710,-13.0585596860001000%,2.4876844121612700%,0.2633328727850380%,0.0000000000000000%,-1.91%,5.33%,-9.67%,"1,291.51",9.68,"2,718.89",0.52,0.28%
12,1929,"1,929.92",12/31/1929,17.20000,"8,534.15040",933.80310,"1,862.63520",20.67000,22.0074,3.5034335274470000%,0.7784079564463250%,0.8462565987917390%,0.5813953488372100%,-4.20%,-0.59%,2.79%,"1,429.73",11.22,"2,837.49",0.54,0.32%
1,1930,"1,930.00",1/31/1930,17.10000,"9,101.71910",930.98940,"1,869.69770",20.67000,22.3107,7.2742463911273500%,0.2817170403632610%,0.9661797800429200%,0.5847953216374210%,3.58%,-1.01%,5.59%,"1,390.98",11.53,"2,987.23",0.57,0.37%
2,1930,"1,930.08",2/28/1930,17.00000,"9,328.94790",935.20210,"1,876.78700",20.67000,23.6971,3.0994690235787200%,1.0433941378418900%,0.9696339429316360%,0.5882352941176450%,0.12%,0.39%,2.50%,"1,317.35",11.84,"3,226.79",0.62,0.50%
3,1930,"1,930.17",3/31/1930,16.90000,"10,102.85500",947.25940,"1,883.90310",20.67000,24.5866,8.9365630083601700%,1.8886169317948300%,0.9731235148848550%,0.5917159763313640%,3.44%,0.15%,6.92%,"1,285.26",11.25,"3,131.71",0.60,0.66%
4,1930,"1,930.25",4/30/1930,17.00000,"10,037.12060",943.56060,"1,891.04630",20.67000,25.8434,-1.2350596527650100%,-0.9764122130208830%,-0.2112954623147090%,-0.5882352941176560%,-0.17%,-0.84%,-1.09%,"1,202.10",9.17,"2,720.78",0.52,0.44%
5,1930,"1,930.33",5/31/1930,16.90000,"9,907.08890",950.94100,"1,898.21650",20.67000,24.3098,-0.7114577480452630%,1.3785304115586400%,0.9731253167020840%,0.5917159763313640%,-2.04%,-0.63%,-0.34%,"1,215.35",9.60,"2,809.14",0.54,0.58%
6,1930,"1,930.42",6/30/1930,16.80000,"8,306.93810",958.33540,"1,905.41390",20.67000,21.8669,-15.6524762776778000%,1.3774542669789500%,0.9766614822261710%,0.5952380952380710%,-3.22%,2.00%,-11.55%,"1,219.55",9.97,"2,898.31",0.56,0.75%
7,1930,"1,930.50",7/31/1930,16.60000,"8,640.33430",960.93090,"1,912.63860",20.67000,21.5488,5.2666410654126800%,1.4789165382904000%,1.5885545158569800%,1.2048192771084300%,-0.37%,-1.56%,4.27%,"1,378.78",11.97,"3,068.94",0.59,0.91%
8,1930,"1,930.58",8/31/1930,16.50000,"8,738.65950",962.73190,"1,919.89070",20.67000,21.3006,1.7509365665084700%,0.7946189250318540%,0.9875258824182170%,0.6060606060606100%,-2.22%,-0.78%,1.48%,"1,322.35",11.91,"3,171.52",0.61,1.00%
9,1930,"1,930.67",9/30/1930,16.60000,"7,627.40760",966.95540,"1,927.17030",20.67000,21.0726,-13.2423072274897000%,-0.1663529098932530%,-0.2255263613993530%,-0.6024096385542240%,-2.22%,-5.27%,-10.06%,"1,303.11",11.77,"3,171.67",0.61,0.95%
10,1930,"1,930.75",10/31/1930,16.50000,"6,979.34030",971.99070,"1,934.47750",20.67000,18.2149,-7.9419941826471600%,1.1299541558248400%,0.9875259109486170%,0.6060606060606100%,-0.10%,-1.35%,-5.78%,"1,448.83",13.41,"3,238.07",0.62,0.96%
11,1930,"1,930.83",11/30/1930,16.40000,"6,859.77260",976.21540,"1,941.81240",20.67000,16.9397,-1.1138562521830700%,1.0470504426461500%,0.9912350757346640%,0.6097560975609760%,2.21%,-3.53%,-0.66%,"1,537.65",14.15,"3,207.20",0.62,0.84%
12,1930,"1,930.92",12/31/1930,16.10000,"6,378.65470",976.36830,"1,949.17510",20.67000,16.0550,-5.2809473614945400%,1.8793084125333200%,2.2495856406753900%,1.8633540372670500%,-4.68%,-5.39%,-3.49%,"1,547.85",15.19,"3,405.63",0.65,0.93%
1,1931,"1,931.00",1/31/1931,15.90000,"6,722.89510",980.61990,"1,952.92720",20.67000,16.7055,6.7225008784218100%,1.6987894331917500%,1.4527797945181400%,1.2578616352201300%,3.81%,7.21%,5.38%,"1,603.85",15.10,"3,253.94",0.63,1.05%
2,1931,"1,931.08",2/28/1931,15.70000,"7,521.95490",975.08630,"1,956.68660",20.67000,18.1615,13.3109451838489000%,0.7024007496342580%,1.4688383647401000%,1.2738853503184700%,3.39%,1.60%,10.28%,"1,521.95",13.37,"3,022.86",0.58,1.02%
3,1931,"1,931.17",3/31/1931,15.60000,"7,026.96920",980.21080,"1,960.45320",20.67000,18.5796,-5.9817033154642600%,1.1699377341372100%,0.8347584990006760%,0.6410256410256390%,3.07%,-3.65%,-4.30%,"1,380.13",12.06,"2,993.75",0.58,0.96%
4,1931,"1,931.25",4/30/1931,15.50000,"6,380.76080",983.70000,"1,964.22710",20.67000,16.8723,-8.6102867974762500%,1.0034220815464700%,0.8389046422136340%,0.6451612903225710%,-4.61%,-3.92%,-6.28%,"1,442.10",13.03,"3,084.58",0.59,1.12%
5,1931,"1,931.33",5/31/1931,15.30000,"5,533.65530",994.61990,"1,968.00820",20.67000,15.4015,-12.1422846097178000%,2.4317848246682200%,1.5022039653979300%,1.3071895424836600%,5.16%,-6.57%,-8.72%,"1,538.67",13.40,"2,961.54",0.57,1.21%
