Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,Cash,Gold,CAPE,SPX-TR Return,10YBond Return,Cash Return,Gold Return,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,10 Y BM 1 year avg
8,1965,"1,965.58",8/31/1965,31.60000,"195,213.20370","2,429.77910","3,121.71310",35.50000,22.6660,2.5120905186995600%,-0.0520887022512850%,0.3199994344028620%,-0.0000000000000111%,2.84%,-1.04%,1.88%,173.24,14.30,"3,877.73",0.75,0.15%
9,1965,"1,965.67",9/30/1965,31.60000,"201,958.21790","2,422.76190","3,131.70260",35.50000,23.3741,3.4552038858834500%,-0.2887999160088310%,0.3200005791691880%,-0.0000000000000111%,0.63%,-0.14%,2.58%,170.04,13.54,"3,727.91",0.72,0.10%
10,1965,"1,965.75",10/31/1965,31.70000,"207,989.19190","2,419.83310","3,141.93280",35.50000,23.7757,2.6613706197663700%,-0.4359628943400580%,0.0101778522357820%,-0.3154574132492090%,2.48%,1.50%,1.91%,165.76,12.98,"3,653.44",0.70,0.02%
11,1965,"1,965.83",11/30/1965,31.70000,"206,676.56610","2,415.09750","3,152.48450",35.50000,23.9255,-0.6311028895343190%,-0.1956994472056660%,0.3358346811236590%,-0.0000000000000111%,4.69%,0.20%,-0.48%,162.65,13.60,"3,889.17",0.75,0.03%
12,1965,"1,965.92",12/31/1965,31.80000,"209,037.41590","2,391.27030","3,163.22920",35.50000,23.6941,0.8242344391914850%,-1.2979566218145700%,0.0252955522788367%,-0.3144654088050310%,2.09%,1.99%,0.49%,163.43,13.50,"3,830.64",0.74,-0.10%
1,1966,"1,966.00",1/31/1966,31.80000,"210,578.51180","2,400.53570","3,174.77500",35.40000,24.0585,0.7372344770743000%,0.3874676986537210%,0.3650004242500060%,-0.2816901408450810%,3.86%,3.54%,0.52%,162.63,13.34,"3,790.22",0.73,-0.11%
2,1966,"1,966.08",2/28/1966,32.00000,"207,340.59740","2,349.21890","3,186.91850",35.40000,23.7000,-2.1530179385330800%,-2.7493620746819200%,-0.2448910749580650%,-0.6249999999999980%,4.46%,0.39%,-1.87%,161.79,12.90,"3,673.91",0.70,-0.35%
3,1966,"1,966.17",3/31/1966,32.10000,"203,344.70640","2,416.25110","3,199.26780",35.40000,22.6111,-2.2327338030557300%,2.5329669366371400%,0.0747660677503870%,-0.3115264797507790%,0.94%,-2.03%,-1.61%,164.88,13.42,"3,738.11",0.71,-0.15%
4,1966,"1,966.25",4/30/1966,32.30000,"208,052.87120","2,410.75400","3,211.50500",35.40000,23.1137,1.6818297304611800%,-0.8452916731148010%,-0.2390634468349420%,-0.6191950464396130%,3.43%,-0.50%,1.10%,167.58,14.28,"3,898.38",0.74,-0.22%
5,1966,"1,966.33",5/31/1966,32.30000,"197,328.39210","2,418.50480","3,223.86930",35.40000,21.8522,-5.1546893047636000%,0.3215093700974950%,0.3850001790437710%,0.0000000000000000%,-4.67%,-1.61%,-3.85%,165.76,14.19,"3,903.74",0.74,-0.21%
6,1966,"1,966.42",6/30/1966,32.40000,"194,684.19550","2,396.49360","3,236.33500",35.40000,21.5553,-1.6445042257073900%,-1.2159490105285700%,0.0768335034052159%,-0.3086419753086430%,1.05%,0.51%,-1.35%,172.39,14.75,"3,888.23",0.74,-0.30%
7,1966,"1,966.50",7/31/1966,32.50000,"192,618.91320","2,391.62140","3,248.47120",35.40000,21.3817,-1.3652653582128600%,-0.5103721151987650%,0.0661521134246002%,-0.3076923076923090%,-0.38%,0.93%,-1.11%,174.76,15.22,"3,943.40",0.75,-0.36%
8,1966,"1,966.58",8/31/1966,32.70000,"178,197.69550","2,345.14440","3,261.46510",35.40000,19.9139,-8.0527460177153300%,-2.5430609889043600%,-0.2140668132368910%,-0.6116207951070490%,-3.33%,0.59%,-6.29%,176.71,15.88,"4,054.54",0.77,-0.57%
9,1966,"1,966.67",9/30/1966,32.70000,"177,505.53480","2,417.99790","3,274.94580",35.40000,19.1617,-0.3884229243581890%,3.1065677661469300%,0.4133326461166260%,0.0000000000000000%,-1.10%,0.54%,-0.13%,188.57,16.89,"4,027.95",0.76,-0.29%
10,1966,"1,966.75",10/31/1966,32.90000,"186,499.66620","2,437.49440","3,289.60120",35.40000,18.8254,4.4282533703595000%,0.1935032641352750%,-0.1631225678266230%,-0.6079027355622940%,-6.63%,2.90%,3.21%,188.82,16.92,"4,012.07",0.76,-0.23%
11,1966,"1,966.83",11/30/1966,32.90000,"187,637.59060","2,419.46160","3,304.26730",35.40000,19.7113,0.6101482234180940%,-0.7398088791506500%,0.4458321574055900%,0.0000000000000000%,4.37%,-4.64%,0.42%,182.95,16.00,"3,901.73",0.74,-0.28%
12,1966,"1,966.92",12/31/1966,32.90000,"187,915.09780","2,521.59650","3,318.91630",35.40000,19.7365,0.1478953119748770%,4.2213895851870500%,0.4433358039768630%,0.0000000000000000%,1.89%,-1.34%,0.32%,182.17,16.15,"3,940.03",0.75,0.18%
1,1967,"1,967.00",1/31/1967,32.90000,"203,171.44170","2,555.04550","3,332.63440",35.50000,20.4322,8.1187430273630900%,1.3265008894166800%,0.4133307007471170%,0.2824858757062290%,8.47%,1.90%,6.21%,181.59,16.26,"3,963.21",0.75,0.26%
2,1967,"1,967.08",2/28/1967,32.90000,"204,136.83460","2,525.17130","3,345.74280",35.50000,21.0744,0.4751617116668830%,-1.1692237966016700%,0.3933344743725980%,0.0000000000000000%,3.36%,-2.23%,0.30%,170.96,15.54,"4,008.62",0.76,0.39%
3,1967,"1,967.17",3/31/1967,33.00000,"212,751.22220","2,578.76380","3,358.45660",35.50000,21.4439,3.9040905784020000%,1.8128696553150400%,0.0758175071879030%,-0.3030303030303050%,1.74%,0.18%,2.96%,170.45,16.05,"4,137.23",0.78,0.33%
4,1967,"1,967.25",4/30/1967,33.10000,"222,306.84750","2,532.81490","3,370.37920",35.50000,21.6860,4.1757707957504000%,-2.0785505350016800%,0.0518150360641512%,-0.3021148036253860%,0.60%,-2.61%,2.97%,165.55,15.57,"4,116.29",0.78,0.23%
5,1967,"1,967.33",5/31/1967,33.20000,"211,221.06550","2,537.00770","3,381.16440",35.50000,21.9485,-5.2728875248048600%,-0.1361642912725670%,0.0178309277341082%,-0.3012048192771120%,2.00%,0.83%,-4.02%,160.77,15.26,"4,139.49",0.78,0.19%
6,1967,"1,967.42",6/30/1967,33.30000,"215,493.16270","2,467.92090","3,391.30790",35.50000,21.5521,1.7161974714521700%,-3.0152834724890100%,-0.0012010006909868%,-0.3003003003002820%,6.01%,0.88%,1.08%,167.51,16.05,"4,166.20",0.78,0.04%
7,1967,"1,967.50",7/31/1967,33.40000,"225,842.71100","2,490.11500","3,401.31220",35.50000,21.8042,4.4889463764703000%,0.5972098160951230%,-0.0052861452384700%,-0.2994011976047980%,3.08%,2.65%,3.34%,165.72,15.89,"4,152.67",0.78,0.13%
8,1967,"1,967.58",8/31/1967,33.50000,"231,695.47090","2,479.77390","3,413.24520",35.50000,22.0306,2.2852770433918100%,-0.7125538438688020%,0.0512804545907075%,-0.2985074626865700%,0.47%,1.46%,1.62%,160.36,15.68,"4,221.08",0.79,0.28%
9,1967,"1,967.67",9/30/1967,33.60000,"231,695.47090","2,483.03040","3,425.39060",35.50000,22.2191,-0.2976190476190580%,-0.1666874318086650%,0.0571533835028282%,-0.2976190476190580%,3.10%,-2.47%,-0.29%,157.80,15.53,"4,233.08",0.80,0.01%
10,1967,"1,967.75",10/31/1967,33.70000,"225,546.37140","2,431.84210","3,438.00750",35.50000,22.0682,-2.9428182346350800%,-2.3521439231951800%,0.0705057498953998%,-0.2967359050445100%,1.42%,-3.39%,-2.38%,158.26,15.68,"4,246.53",0.80,-0.20%
11,1967,"1,967.83",11/30/1967,33.80000,"226,371.73290","2,424.71890","3,451.07190",35.50000,21.2631,0.0689980709068117%,-0.5879051339810480%,0.0830169249633528%,-0.2958579881656710%,0.20%,-1.71%,-0.03%,162.12,16.32,"4,300.40",0.81,-0.19%
12,1967,"1,967.92",12/31/1967,33.90000,"232,906.61980","2,443.75300","3,464.67490",35.50000,21.7516,2.5832937039811600%,0.4877014438888550%,0.0980194025803183%,-0.2949852507374780%,5.73%,-0.39%,1.91%,162.18,16.72,"4,388.57",0.82,-0.50%
1,1968,"1,968.00",1/31/1968,34.10000,"223,288.02120","2,584.00970","3,479.02440",35.20000,21.5115,-4.6920975332721600%,5.1192251380791200%,-0.1747735463034750%,-1.4266242616992300%,3.91%,4.75%,-3.55%,159.15,16.60,"4,422.53",0.83,-0.18%
2,1968,"1,968.08",2/29/1968,34.20000,"216,911.19250","2,592.03580","3,493.52030",35.20000,20.4250,-3.1399230085182800%,0.0173005524404912%,0.1230496791736700%,-0.2923976608187110%,-2.95%,1.17%,-2.41%,165.00,17.25,"4,418.64",0.83,-0.08%
3,1968,"1,968.17",3/31/1968,34.30000,"219,546.83590","2,565.22730","3,508.01840",35.20000,19.9347,0.9199917893699890%,-1.3227941062003300%,0.1222446340979340%,-0.2915451895043610%,-1.28%,-0.59%,0.57%,169.07,17.73,"4,414.09",0.83,-0.35%
4,1968,"1,968.25",4/30/1968,34.40000,"237,822.58370","2,581.40840","3,523.13220",39.10000,21.2774,8.0094085655378000%,0.3382548522679940%,0.1388857204371210%,10.7566397991543000%,5.73%,-1.03%,8.18%,168.12,17.67,"4,409.04",0.83,-0.14%
5,1968,"1,968.33",5/31/1968,34.50000,"241,407.65550","2,570.54460","3,538.92750",42.00000,21.6302,1.2132319060401200%,-0.7094830059839910%,0.1571765921935860%,7.1055265206271500%,6.43%,0.84%,2.30%,155.41,16.38,"4,404.04",0.83,-0.19%
6,1968,"1,968.42",6/30/1968,34.70000,"244,218.41050","2,626.05870","3,555.61950",40.95000,22.0046,0.5812392690334400%,1.5708077963553000%,-0.1074191022522040%,-3.0619596541786700%,-0.17%,0.67%,-0.10%,151.92,16.05,"4,400.32",0.83,0.19%
7,1968,"1,968.50",7/31/1968,34.90000,"240,325.07930","2,688.53070","3,571.97530",38.90000,21.7535,-2.1581306151420200%,1.7922275415220800%,-0.1157033955077710%,-5.5504826278465300%,-1.30%,5.48%,-2.64%,152.06,16.11,"4,396.91",0.83,0.29%
8,1968,"1,968.58",8/31/1968,35.00000,"253,712.98380","2,694.50220","3,587.78130",39.85000,21.1378,5.2691172712624000%,-0.0642387202156702%,0.1555216881178990%,2.1494674990818900%,2.34%,1.00%,4.38%,156.18,16.59,"4,393.44",0.83,0.34%
9,1968,"1,968.67",9/30/1968,35.10000,"253,712.98380","2,692.43060","3,602.99950",39.70000,21.6803,-0.2849002849002800%,-0.3615637222393890%,0.1380586982697050%,-0.6602394306283950%,2.76%,0.24%,-0.36%,149.62,15.94,"4,389.48",0.82,0.33%
10,1968,"1,968.75",10/31/1968,35.30000,"256,174.10070","2,680.43750","3,618.58250",39.20000,22.0046,0.3979715777514990%,-1.0094861769465100%,-0.1365219132750560%,-1.8188824112857600%,-0.47%,2.89%,-0.11%,150.17,16.04,"4,386.16",0.82,0.44%
11,1968,"1,968.83",11/30/1968,35.40000,"269,094.46260","2,658.82880","3,634.71530",39.85000,22.1955,4.7468530259770600%,-1.0863717515968700%,0.1620867468232980%,1.3709933125792600%,2.36%,-0.90%,3.78%,150.34,16.10,"4,382.74",0.82,0.40%
12,1968,"1,968.92",12/31/1968,35.50000,"258,531.78570","2,596.87880","3,651.22300",41.95000,22.2779,-4.1959003326096800%,-2.6051000932927900%,0.1711981345205340%,4.9732270662873100%,3.44%,0.02%,-2.28%,144.86,15.55,"4,379.24",0.82,0.14%
1,1969,"1,969.00",1/31/1969,35.60000,"257,059.11430","2,604.38900","3,669.35740",42.55000,21.1950,-0.8489275536551770%,0.0074897820336428%,0.2143724525216500%,1.1453576354943500%,-0.78%,1.69%,-0.40%,148.24,15.96,"4,376.28",0.82,-0.29%
2,1969,"1,969.08",2/28/1969,35.80000,"245,526.03890","2,604.43370","3,688.13230",42.77000,20.8957,-5.0201407111139700%,-0.5569524728658900%,-0.0498504468780192%,-0.0445089247614994%,-3.89%,0.90%,-3.80%,148.84,16.07,"4,372.91",0.82,-0.33%
3,1969,"1,969.17",3/31/1969,36.10000,"254,628.50340","2,610.36780","3,706.94170",43.10000,20.2023,2.8454978491308400%,-0.6050723119661930%,-0.3252651672851270%,-0.0658680036295545%,-0.25%,-0.46%,2.09%,154.72,16.75,"4,369.42",0.82,-0.27%
4,1969,"1,969.25",4/30/1969,36.30000,"260,751.41020","2,643.35670","3,725.53820",43.60000,20.4286,1.8404302147132500%,0.7058373628294530%,-0.0520612791729991%,0.6027369241881080%,-0.88%,0.03%,1.54%,151.55,16.45,"4,365.24",0.82,-0.24%
5,1969,"1,969.33",5/31/1969,36.40000,"260,829.96130","2,588.05370","3,744.50740",43.15000,20.9723,-0.2446831360405240%,-2.3611280928284400%,0.2330426180636500%,-1.3039998991833900%,-0.27%,0.73%,-0.56%,149.25,16.24,"4,361.35",0.82,-0.38%
6,1969,"1,969.42",6/30/1969,36.60000,"246,990.69520","2,570.24380","3,763.35480",41.23000,19.7133,-5.8233118443723400%,-1.2308457157373400%,-0.0458639854168608%,-4.9717278017336900%,-5.39%,-1.09%,-5.42%,150.09,16.37,"4,357.65",0.82,-0.61%
7,1969,"1,969.50",7/31/1969,36.80000,"232,790.76710","2,597.83110","3,783.55150",41.45000,18.6817,-6.2614080663958400%,0.5240223794097390%,-0.0097274881258547%,-0.0127861730061296%,-3.21%,1.42%,-4.67%,158.69,17.36,"4,353.82",0.82,-0.72%
8,1969,"1,969.58",8/31/1969,37.00000,"242,785.46510","2,580.22710","3,805.62220",40.95000,18.4295,3.7296771872678700%,-1.2145198166852900%,0.0396391905644444%,-1.7402927656245000%,0.94%,-3.87%,2.39%,166.47,18.26,"4,348.98",0.82,-0.82%
9,1969,"1,969.67",9/30/1969,37.10000,"237,376.84240","2,470.96300","3,827.75820",40.65000,18.3980,-2.4912745338318000%,-4.4927974606588800%,0.3105561149194140%,-1.0001678465290500%,1.20%,-3.19%,-2.29%,162.58,17.88,"4,343.23",0.82,-1.16%
10,1969,"1,969.75",10/31/1969,37.30000,"248,243.95330","2,590.45020","3,850.37390",39.85000,18.4487,4.0172596576225600%,4.2735316795587300%,0.0514730407702890%,-2.4936603253431800%,3.81%,-3.19%,2.73%,166.39,18.35,"4,337.84",0.82,-0.72%
11,1969,"1,969.83",11/30/1969,37.50000,"240,456.80690","2,540.54820","3,872.83440",35.55000,18.4378,-3.6534959191961500%,-2.4494425872383200%,0.0468885164632837%,-11.2662484316186000%,-2.53%,-1.12%,-5.11%,161.97,17.91,"4,331.97",0.82,-0.83%
12,1969,"1,969.92",12/31/1969,37.70000,"236,645.63510","2,450.52540","3,896.20050",35.21000,17.3269,-2.1070671174309500%,-4.0551458440351900%,0.0696286246130162%,-1.4818296791234400%,-3.67%,-3.02%,-2.08%,170.70,18.92,"4,326.53",0.82,-0.95%
1,1970,"1,970.00",1/31/1970,37.80000,"219,228.22460","2,489.52190","3,921.59070",34.98000,17.0905,-7.6052023273291900%,1.3225924215074100%,0.3853913942204020%,-0.9160456760570310%,2.90%,3.04%,-5.82%,174.32,19.37,"4,320.06",0.82,-0.84%
2,1970,"1,970.08",2/28/1970,38.00000,"231,460.92490","2,663.20530","3,947.30980",35.00000,16.3726,5.0242093260967100%,6.4135418933249700%,0.1260658146490680%,-0.4694411844362150%,-2.40%,4.04%,4.00%,185.09,20.63,"4,313.11",0.82,-0.26%
3,1970,"1,970.17",3/31/1970,38.20000,"232,480.92660","2,643.92340","3,970.76340",35.30000,16.5317,-0.0851875651422529%,-1.2437806011445100%,0.0674956606452559%,0.3290949887808430%,-2.32%,4.25%,-0.06%,177.97,19.89,"4,304.89",0.82,-0.32%
4,1970,"1,970.25",4/30/1970,38.50000,"212,132.52940","2,522.28330","3,992.70190",35.85000,15.8731,-9.4637346256049500%,-5.3441130550308400%,-0.2310251690428760%,0.7667120414996070%,-6.11%,6.39%,-7.21%,178.07,19.95,"4,297.39",0.82,-0.82%
5,1970,"1,970.33",5/31/1970,38.60000,"199,888.42170","2,515.39410","4,014.36230",35.50000,13.9838,-6.0160284649264900%,-0.5314932317835530%,0.2820270070348350%,-1.2328282061843900%,-4.50%,3.60%,-4.78%,191.91,21.56,"4,289.81",0.82,-0.67%
6,1970,"1,970.42",6/30/1970,38.80000,"190,578.97940","2,581.13620","4,037.24420",35.51000,13.7997,-5.1487765452679300%,2.0846544176439200%,0.0515988027936176%,-0.4874401045447790%,-2.16%,0.87%,-3.85%,201.55,22.70,"4,280.59",0.82,-0.39%
7,1970,"1,970.50",7/31/1970,39.00000,"205,244.59900","2,653.96810","4,059.71820",35.29000,13.7265,7.1430140080138000%,2.2944084539005200%,0.0409916325520232%,-1.1291871556585700%,-0.53%,0.96%,5.25%,209.62,23.67,"4,270.21",0.82,-0.25%
8,1970,"1,970.58",8/31/1970,39.00000,"215,067.99010","2,649.33610","4,081.53910",35.77000,14.1005,4.7861873822073300%,-0.1745311106037820%,0.5374978982531480%,1.3601586851799600%,1.53%,1.03%,3.86%,199.17,22.55,"4,258.82",0.82,-0.16%
9,1970,"1,970.67",9/30/1970,39.20000,"223,104.67250","2,704.36520","4,103.34140",36.24000,14.8427,3.2075406718518500%,1.5562887006804100%,0.0212391618122032%,0.7970423282536390%,8.65%,-5.58%,2.65%,191.78,21.77,"4,248.52",0.82,0.35%
10,1970,"1,970.75",10/31/1970,39.40000,"221,017.97870","2,712.99260","4,124.26840",37.40000,15.0642,-1.4381646236494700%,-0.1902160270590980%,-0.0002040431934969%,2.6770206519424900%,-4.23%,0.27%,-0.55%,186.83,21.27,"4,238.98",0.81,-0.03%
11,1970,"1,970.83",11/30/1970,39.60000,"232,199.23190","2,900.54750","4,144.58040",37.60000,14.9508,4.5283781280756100%,6.3732451832717800%,-0.0150384063855813%,0.0270080483984136%,-4.06%,1.63%,3.72%,187.87,21.44,"4,229.92",0.81,0.71%
12,1970,"1,970.92",12/31/1970,39.80000,"246,077.55510","2,914.10970","4,162.81660",37.38000,15.8738,5.4443558955445300%,-0.0372883856128214%,-0.0647225080229852%,-1.0846787127124700%,2.94%,1.01%,3.87%,181.12,20.73,"4,220.66",0.81,1.04%
1,1971,"1,971.00",1/31/1971,39.80000,"256,729.45820","3,019.11130","4,179.71070",38.00000,16.4618,4.3286772317253000%,3.6032137019412800%,0.4058333965517360%,1.6586409844836700%,7.43%,1.38%,3.76%,174.38,20.01,"4,212.10",0.81,1.23%
2,1971,"1,971.08",2/28/1971,39.90000,"259,751.96360","3,023.31680","4,195.17560",38.79000,17.0345,0.9237342644892620%,-0.1116797213709720%,0.1184454091187610%,1.8231104075979300%,1.91%,-1.29%,1.05%,168.06,19.33,"4,204.23",0.81,0.69%
3,1971,"1,971.17",3/31/1971,40.00000,"270,005.47860","3,178.67230","4,208.11070",38.80000,17.4029,3.6875568410524900%,4.8757318204298000%,0.0575619111152559%,-0.2242846094354320%,2.56%,-4.04%,2.97%,166.31,19.18,"4,197.01",0.81,1.20%
4,1971,"1,971.25",4/30/1971,40.10000,"280,498.14990","3,066.26590","4,219.96360",39.60000,17.9241,3.6270281320258200%,-3.7768268336139200%,0.0315889978844908%,1.8073373267861300%,-0.49%,0.72%,2.90%,161.52,18.68,"4,189.93",0.81,1.33%
5,1971,"1,971.33",5/31/1971,40.30000,"269,537.83040","3,014.81880","4,233.53780",40.80000,17.5642,-4.3843341679562700%,-2.1657932503747900%,-0.1762079926794670%,2.5189863899541400%,-1.09%,-1.38%,-2.89%,156.97,18.20,"4,183.34",0.81,1.19%
6,1971,"1,971.42",6/30/1971,40.60000,"270,426.25050","2,961.02770","4,248.14350",40.20000,17.0832,-0.4117431027084730%,-2.5099556571901100%,-0.3964656440862300%,-2.1986380759200100%,-1.45%,-2.06%,-0.87%,161.64,18.79,"4,177.20",0.81,0.81%
7,1971,"1,971.50",7/31/1971,40.70000,"259,948.98150","2,945.34870","4,264.95910",42.48000,16.8894,-4.1105344860893300%,-0.7739113346568520%,0.1491612750907480%,5.4120063075286700%,-1.50%,0.17%,-2.04%,163.06,19.01,"4,170.46",0.81,0.56%
8,1971,"1,971.58",8/31/1971,40.80000,"270,032.21120","3,087.66030","4,284.15140",41.00000,16.5194,3.6243211997728500%,4.5747997562074500%,0.2037986465466490%,-3.7205513090358200%,-0.16%,2.67%,2.21%,166.45,19.46,"4,163.48",0.81,0.95%
9,1971,"1,971.67",9/30/1971,40.80000,"268,852.40020","3,168.24210","4,301.78780",42.48000,16.8568,-0.4369149127643190%,2.6098013437553200%,0.4116661236575500%,3.6097560975609800%,0.41%,-2.96%,0.53%,162.86,19.09,"4,156.03",0.81,1.04%
10,1971,"1,971.75",10/31/1971,40.90000,"258,315.89980","3,214.71390","4,318.60060",42.40000,16.4289,-4.1539817419546700%,1.2187156977107700%,0.1453784942071710%,-0.4323622449684320%,-1.80%,-0.43%,-3.14%,162.01,19.04,"4,148.94",0.81,1.16%
11,1971,"1,971.83",11/30/1971,40.90000,"258,360.09760","3,216.18720","4,334.65140",43.55000,15.6387,0.0171099804674002%,0.0458298948469382%,0.3716666922150670%,2.7122641509433900%,-2.85%,-1.70%,0.56%,167.26,19.71,"4,141.87",0.80,0.63%
12,1971,"1,971.92",12/31/1971,41.10000,"281,329.31270","3,241.62000","4,349.89500",43.62000,16.6036,8.3605077611007600%,0.3003088076047660%,-0.1366608688018860%,-0.3266653816822780%,3.32%,-0.35%,6.22%,166.33,19.65,"4,134.12",0.80,0.66%
1,1972,"1,972.00",1/31/1972,41.10000,"287,131.49010","3,209.94950","4,364.43090",46.95000,17.2630,2.0624148064468700%,-0.9769960698662980%,0.3341666867821000%,7.6341127922971300%,6.12%,1.99%,3.03%,156.58,18.55,"4,126.41",0.80,0.28%
2,1972,"1,972.08",2/29/1972,41.30000,"294,051.08810","3,238.11360","4,376.72400",48.40000,17.4641,1.9139739025234600%,0.3888896840817720%,-0.2039599102427570%,2.5891745120640000%,1.37%,-2.76%,1.98%,151.98,18.05,"4,119.77",0.80,0.32%
3,1972,"1,972.17",3/31/1972,41.40000,"297,555.37040","3,235.34500","4,388.39530",48.38000,17.8056,0.9473012119270760%,-0.3268397685359030%,0.0244774711098295%,-0.2827683954166100%,-0.27%,-1.73%,0.64%,149.04,17.75,"4,113.62",0.80,-0.12%
4,1972,"1,972.25",4/30/1972,41.50000,"299,569.74310","3,247.07620","4,402.03590",49.50000,17.9152,0.4343789512559760%,0.1207574462692480%,0.0691205867054290%,2.0684640172927900%,0.01%,0.23%,0.75%,148.09,17.68,"4,107.76",0.80,0.21%
5,1972,"1,972.33",5/31/1972,41.60000,"304,953.90210","3,285.33070","4,415.64550",59.30000,17.6626,1.5525922902647400%,0.9349047747229560%,0.0680382354009579%,19.5100038850039000%,-2.79%,-2.69%,5.12%,146.99,17.60,"4,101.95",0.80,0.47%
6,1972,"1,972.42",6/30/1972,41.70000,"299,505.28940","3,277.73930","4,429.22360",64.10000,17.6409,-2.0222239366704400%,-0.4703236143358990%,0.0669542125033118%,7.8352158071182100%,0.33%,-2.51%,0.03%,139.84,16.78,"4,096.20",0.80,0.64%
7,1972,"1,972.50",7/31/1972,41.90000,"300,922.14180","3,301.79790","4,443.65550",68.90000,17.3987,-0.0065207991698402%,0.2531692548669580%,-0.1530486315882930%,6.9752288898238700%,-2.89%,0.78%,1.41%,139.80,16.82,"4,091.26",0.79,0.72%
8,1972,"1,972.58",8/31/1972,42.00000,"312,008.63260","3,246.55910","4,458.39360",66.80000,17.9434,3.4373054244070800%,-1.9071034789575600%,0.0927812055380395%,-3.2787338447716100%,-4.09%,4.69%,1.83%,137.86,16.64,"4,086.26",0.79,0.18%
9,1972,"1,972.67",9/30/1972,42.10000,"311,213.87620","3,235.49520","4,473.32920",64.10000,17.6139,-0.4916472170536040%,-0.5775087155419410%,0.0966741690184181%,-4.2698451078840000%,-2.67%,0.47%,-1.25%,135.38,16.38,"4,081.44",0.79,-0.08%
10,1972,"1,972.75",10/31/1972,42.30000,"314,851.63880","3,284.11310","4,490.70070",64.42000,17.5332,0.6905548028604210%,1.0227237699811200%,-0.0863144036698071%,0.0240463519250111%,-2.74%,1.37%,0.58%,137.09,16.63,"4,076.86",0.79,-0.10%
11,1972,"1,972.83",11/30/1972,42.40000,"330,520.73500","3,333.17830","4,508.43890",63.60000,18.3389,4.7290737381490100%,1.2546440749719600%,0.1582178341743350%,-1.5057435579012700%,-1.11%,4.76%,3.31%,136.31,16.58,"4,072.02",0.79,0.00%
12,1972,"1,972.92",12/31/1972,42.50000,"334,600.73340","3,318.93440","4,526.39750",64.70000,18.6457,0.9962166387854190%,-0.6616254945546850%,0.1621016299273140%,1.4901960784313700%,-1.86%,-2.27%,1.01%,131.94,16.09,"4,067.21",0.78,-0.08%
1,1973,"1,973.00",1/31/1973,42.60000,"329,623.44010","3,305.18240","4,545.52160",66.00000,18.7125,-1.7187820198294700%,-0.6481189905849010%,0.1867679871762730%,1.7698151816618400%,-3.48%,2.68%,-0.97%,130.61,15.97,"4,062.89",0.78,-0.05%
2,1973,"1,973.08",2/28/1973,42.90000,"318,016.61900","3,299.43870","4,566.01430",85.30000,17.8899,-4.1959132324944900%,-0.8718640732837570%,-0.2516206265540500%,28.3386310659038000%,-3.99%,1.70%,2.48%,131.89,16.17,"4,058.67",0.78,-0.16%
3,1973,"1,973.17",3/31/1973,43.30000,"318,312.56930","3,296.38050","4,587.32240",90.25000,17.4121,-0.8315859486619730%,-1.0156197768744200%,-0.4614311488289500%,4.8256527024575600%,-2.82%,2.78%,0.29%,128.70,15.82,"4,054.24",0.78,-0.21%
